UMTS,520,0,6021,40934882,145,100.3667,7.0857,11081,2,1,1468634014,1749452523,0
LTE,520,3,845,165131877,0,100.6704,13.6831,2896,35,1,1477307169,1775397482,0
UMTS,520,3,10015,42223377,141,100.5488,13.7579,500,34,1,1426679139,1743618303,0
UMTS,520,3,1015,42310977,274,100.5953,13.9107,7842,50,1,1426679295,1743618284,0
UMTS,520,3,1015,42319671,65,100.565,13.8725,6181,33,1,1426679557,1743618285,0
LTE,520,3,830,155400806,0,100.5358,13.7695,3842,50,1,1452139220,1746131762,0
LTE,520,3,829,155146599,0,100.5489,13.7574,1000,23,1,1452139220,1755322988,0
LTE,520,3,888,159745125,0,100.6174,13.8053,1060,25,1,1452139219,1746131764,0
LTE,520,3,829,155149159,0,100.5426,13.759,4745,40,1,1452139220,1746131762,0
LTE,520,3,824,157701734,0,100.6003,13.7636,4725,25,1,1452139220,1782190448,0
LTE,520,3,828,157441126,0,100.5839,13.7542,1000,24,1,1452139220,1782190448,0
LTE,520,3,833,155404901,0,100.527,13.7648,500,50,1,1452139220,1758381668,0
LTE,520,3,888,157962599,0,100.6105,13.7912,500,50,1,1452139219,1746131763,0
LTE,520,3,835,155653990,0,100.5161,13.7562,500,50,1,1452139220,1782190446,0
LTE,520,3,828,157441127,0,100.5838,13.755,3141,36,1,1452139220,1782190448,0
LTE,520,3,835,155649895,0,100.5115,13.7569,749,50,1,1452139220,1782190446,0
LTE,520,3,888,157697381,0,100.6079,13.7819,1000,18,1,1452139219,1746131763,0
LTE,520,3,831,156680806,0,100.569,13.7555,10089,26,1,1452139220,1768043881,0
LTE,520,3,824,157697637,0,100.5987,13.7616,5303,50,1,1452139220,1782190448,0
LTE,520,3,830,155400807,0,100.5424,13.7669,9356,50,1,1452139220,1746131762,0
LTE,520,3,833,155404903,0,100.5261,13.7624,500,50,1,1452139220,1758381668,0
LTE,520,3,835,155649381,0,100.5252,13.7548,7891,32,1,1452139220,1782190446,0
LTE,520,3,888,159745127,0,100.6155,13.8014,697,50,1,1452139219,1746131764,0
LTE,520,3,824,157701733,0,100.5984,13.7626,9251,30,1,1452139220,1782190448,0
LTE,520,3,835,155649894,0,100.5135,13.7565,500,50,1,1452139220,1782190446,0
LTE,520,3,888,157696613,0,100.6073,13.7783,500,50,1,1452139220,1746131763,0
LTE,520,3,888,157960549,0,100.6125,13.7949,500,50,1,1452139219,1746131763,0
LTE,520,3,835,155649383,0,100.5171,13.7567,907,50,1,1452139220,1782190446,0
LTE,520,3,824,157697638,0,100.5973,13.7607,696,30,1,1452139220,1782190448,0
LTE,520,3,888,159747430,0,100.6172,13.8046,6457,15,1,1452139219,1746131764,0
LTE,520,3,824,157447270,0,100.5906,13.7525,1000,19,1,1452139220,1782190448,0
LTE,520,3,833,155404646,0,100.5307,13.7699,4350,50,1,1452139220,1758381668,0
LTE,520,3,829,156676198,0,100.5616,13.7542,5283,26,1,1452156153,1768043881,0
LTE,520,3,828,156672101,0,100.563,13.7534,1000,19,1,1452156153,1768043881,0
LTE,520,3,829,155137895,0,100.5516,13.755,1063,24,1,1452156153,1768043881,0
LTE,520,3,830,155393639,0,100.5401,13.7649,3788,26,1,1452156153,1782190446,0
LTE,520,3,830,155393638,0,100.5425,13.7642,1160,24,1,1452156153,1746131762,0
LTE,520,3,824,157447271,0,100.5875,13.7547,4492,18,1,1452156153,1782190448,0
LTE,520,3,829,155146598,0,100.5461,13.7493,8960,50,1,1452156153,1743618185,0
LTE,520,3,829,156676199,0,100.5592,13.755,5493,23,1,1452156153,1768043881,0
LTE,520,3,948,159754085,0,100.6305,13.8323,500,50,1,1452156154,1746131764,0
LTE,520,3,888,159747686,0,100.624,13.8177,548,50,1,1452156154,1746131764,0
LTE,520,3,888,159747943,0,100.621,13.8127,500,50,1,1452156154,1746131764,0
LTE,520,3,831,156680805,0,100.5722,13.7514,2271,29,1,1452156153,1782190447,0
LTE,520,3,829,155137894,0,100.5551,13.755,664,25,1,1452156153,1768043881,0
LTE,520,3,888,159747941,0,100.6228,13.8157,500,50,1,1452156154,1746131764,0
LTE,520,3,888,159748965,0,100.6145,13.7991,500,50,1,1452156154,1746131763,0
