GSM,510,10,499,14091,0,114.0266,-8.3022,2095,22,1,1239101333,1737785281,0
GSM,510,10,499,47583,0,114.0542,-8.3142,1164,19,1,1239101334,1737785581,0
GSM,510,10,499,47582,0,114.071,-8.3218,1969,21,1,1239101334,1737785881,0
GSM,510,10,499,50393,0,114.1009,-8.328,6705,41,1,1239101336,1737786001,0
GSM,510,10,499,50392,0,114.1211,-8.3495,2801,25,1,1239081537,1737786481,0
GSM,510,10,440,44142,0,113.2497,-7.9914,2854,20,1,1239101389,1737770342,0
GSM,510,10,441,55243,0,113.4435,-8.1573,2260,37,1,1239101394,1737773641,0
GSM,510,10,441,44301,0,113.5142,-8.1965,2206,22,1,1239082208,1737774483,0
GSM,510,10,499,4252,0,113.9334,-8.2599,978,34,1,1239101418,1737783482,0
GSM,510,10,440,44233,0,113.2524,-7.9841,3564,22,1,1239101939,1737770342,0
GSM,510,10,16301,42893,0,111.346,-7.4018,4231,14,1,1403989826,1737757021,0
GSM,510,10,499,44253,0,113.9235,-8.249,2206,33,1,1429062965,1737783182,0
LTE,510,11,41004,104990981,0,106.8322,-6.1869,7988,50,1,1446551984,1747378621,0
LTE,510,11,41004,104991237,0,106.829,-6.188,768,50,1,1446551984,1747387201,0
LTE,510,11,41004,104975110,0,106.8381,-6.1823,9950,50,1,1446551984,1747988701,0
LTE,510,11,43003,110114308,0,106.8102,-6.2491,1147,31,1,1446551984,1746698401,0
LTE,510,11,41004,104991236,0,106.8303,-6.187,3152,45,1,1446551984,1754484241,0
LTE,510,11,41004,104990980,0,106.8343,-6.1834,7110,50,1,1446551984,1747988881,0
LTE,510,11,41003,107547908,0,106.8178,-6.1543,717,46,1,1447313858,1755607261,0
LTE,510,11,41003,107566597,0,106.8297,-6.1496,3773,50,1,1447313858,1746723902,0
LTE,510,11,41003,107570693,0,106.817,-6.1504,7953,50,1,1447313858,1754841182,0
LTE,510,11,51005,130589958,0,107.6,-6.9456,7998,50,1,1447418083,1755407462,0
